Title,Analysis,keywords,result
"정의선-최태원 회동, 배터리 등 전기차 협력 논의(종합)","제목: 정의선-최태원 회동, 배터리 등 전기차 협력 논의(종합)  
키워드: 회동, 협력, 배터리, 전기차  
결과: 긍정  ","제목: 정의선-최태원 회동, 배터리 등 전기차 협력 논의(종합)  
",": 회동, 협력, 배터리, 전기차  
결과: 긍정  "
"[단독] 절박한 마세라티 ""모든 신차, 전기차 버전 내놓겠다""","제목: [단독] 절박한 마세라티 ""모든 신차, 전기차 버전 내놓겠다""

키워드: 절박, 마세라티, 신차, 전기차 버전

결과: 부정적 (절박이라는 단어가 부정적인 감정을 유발함)","제목: [단독] 절박한 마세라티 ""모든 신차, 전기차 버전 내놓겠다""

",": 절박, 마세라티, 신차, 전기차 버전

결과: 부정적 (절박이라는 단어가 부정적인 감정을 유발함)"
전 세계 전기차 화재 잇달아..K배터리 안전성에 악재,"제목: 전 세계 전기차 화재 잇달아..K배터리 안전성에 악재  
키워드: 전기차, 화재, K배터리, 안전성, 악재  
결과: 부정","제목: 전 세계 전기차 화재 잇달아..K배터리 안전성에 악재  
",": 전기차, 화재, K배터리, 안전성, 악재  
결과: 부정"
화물차 무공해화 로드맵 마련된다..수소전기차 전환 추진,"제목: 화물차 무공해화 로드맵 마련된다..수소전기차 전환 추진  
키워드: 화물차, 무공해화, 로드맵, 수소전기차, 전환, 추진  
결과: 긍정","제목: 화물차 무공해화 로드맵 마련된다..수소전기차 전환 추진  
",": 화물차, 무공해화, 로드맵, 수소전기차, 전환, 추진  
결과: 긍정"
코로나로 '전기차' -24% 전망..韓배터리 고속성장 멈추나,"제목: 코로나로 '전기차' -24% 전망..韓배터리 고속성장 멈추나  
키워드: 코로나, 전기차, -24%, 전망, 한국 배터리, 고속성장, 멈추다  
결과: 부정  ","제목: 코로나로 '전기차' -24% 전망..韓배터리 고속성장 멈추나  
",": 코로나, 전기차, -24%, 전망, 한국 배터리, 고속성장, 멈추다  
결과: 부정  "
中 10월 전기차 브랜드 판매량 성장세,"- 제목: 中 10월 전기차 브랜드 판매량 성장세
- 키워드: 전기차, 판매량, 성장세
- 결과: 긍정","- 제목: 中 10월 전기차 브랜드 판매량 성장세
- ",": 전기차, 판매량, 성장세
- 결과: 긍정"
전기차도 날아오르나,"제목: 전기차도 날아오르나  
키워드: 전기차, 날아오르다  
결과: 긍정","제목: 전기차도 날아오르나  
",": 전기차, 날아오르다  
결과: 긍정"
"'코로나 꺼져' 전기차 씽씽, 테슬라는 시가총액 1위 기염","제목: 코로나 꺼져 전기차 씽씽, 테슬라는 시가총액 1위 기염  
키워드: 코로나, 전기차, 테슬라, 시가총액, 기염  
결과: 긍정","제목: 코로나 꺼져 전기차 씽씽, 테슬라는 시가총액 1위 기염  
",": 코로나, 전기차, 테슬라, 시가총액, 기염  
결과: 긍정"
"""세계 최대 전기차 시장인 중국을 잡아라""","제목: 세계 최대 전기차 시장인 중국을 잡아라  
키워드: 세계 최대, 전기차 시장, 중국  
결과: 긍정","제목: 세계 최대 전기차 시장인 중국을 잡아라  
",": 세계 최대, 전기차 시장, 중국  
결과: 긍정"
'전기차 순항' 테슬라 40만대 돌파..현대·기아차 글로벌 4위,"제목: 전기차 순항 테슬라 40만대 돌파..현대·기아차 글로벌 4위  
키워드: 전기차, 테슬라, 40만대, 현대차, 기아차, 글로벌 4위  
결과: 긍정  
","제목: 전기차 순항 테슬라 40만대 돌파..현대·기아차 글로벌 4위  
",": 전기차, 테슬라, 40만대, 현대차, 기아차, 글로벌 4위  
결과: 긍정  
"
[단독]현대차 '남는 전기 빼 쓰는 전기차' 출시,"제목: [단독]현대차 '남는 전기 빼 쓰는 전기차' 출시  
키워드: 현대차, 전기차, 남는 전기, 출시  
결과: 긍정 (기술 혁신과 새로운 출시를 암시하는 긍정적인 언어 사용)","제목: [단독]현대차 '남는 전기 빼 쓰는 전기차' 출시  
",": 현대차, 전기차, 남는 전기, 출시  
결과: 긍정 (기술 혁신과 새로운 출시를 암시하는 긍정적인 언어 사용)"
이재용·정의선 첫 단독 회동..전기차 배터리 사업 논의,"제목: 이재용·정의선 첫 단독 회동..전기차 배터리 사업 논의  
키워드: 이재용, 정의선, 단독 회동, 전기차, 배터리 사업, 논의  
결과: 긍정적","제목: 이재용·정의선 첫 단독 회동..전기차 배터리 사업 논의  
",": 이재용, 정의선, 단독 회동, 전기차, 배터리 사업, 논의  
결과: 긍정적"
전기차 원년 앞두고 안전성 논란 불끄자..코나 해외70% 리콜,"제목: 전기차 원년 앞두고 안전성 논란 불끄자..코나 해외70% 리콜  
키워드: 전기차, 안전성, 논란, 리콜  
결과: 부정","제목: 전기차 원년 앞두고 안전성 논란 불끄자..코나 해외70% 리콜  
",": 전기차, 안전성, 논란, 리콜  
결과: 부정"
"[이슈분석]중고 전기차, 내연기관보다 잔존가치 높아","제목: [이슈분석]중고 전기차, 내연기관보다 잔존가치 높아  
키워드: 중고 전기차, 잔존가치, 내연기관  
결과: 긍정  ","제목: [이슈분석]중고 전기차, 내연기관보다 잔존가치 높아  
",": 중고 전기차, 잔존가치, 내연기관  
결과: 긍정  "
"전기차 시장 따라 커지는 '동박' 수요..SK넥실리스 ""해외증설""","제목: 전기차 시장 따라 커지는 '동박' 수요..SK넥실리스 ""해외증설""  
키워드: 전기차, 동박, 수요, SK넥실리스, 해외증설  
결과: 긍정  ","제목: 전기차 시장 따라 커지는 '동박' 수요..SK넥실리스 ""해외증설""  
",": 전기차, 동박, 수요, SK넥실리스, 해외증설  
결과: 긍정  "
"현대차그룹, 수소트럭·전기차 내세워 中 공략 강화","제목: 현대차그룹, 수소트럭·전기차 내세워 中 공략 강화  
키워드: 현대차그룹, 수소트럭, 전기차, 공략, 중국  
결과: 긍정","제목: 현대차그룹, 수소트럭·전기차 내세워 中 공략 강화  
",": 현대차그룹, 수소트럭, 전기차, 공략, 중국  
결과: 긍정"
"""애플 자율주행 전기차 2024년 출시"".. 핵심 전략은 배터리","제목: ""애플 자율주행 전기차 2024년 출시"".. 핵심 전략은 배터리  
키워드: 애플, 자율주행, 전기차, 출시, 핵심 전략, 배터리  
결과: 긍정","제목: ""애플 자율주행 전기차 2024년 출시"".. 핵심 전략은 배터리  
",": 애플, 자율주행, 전기차, 출시, 핵심 전략, 배터리  
결과: 긍정"
"전기차 늘린다는데..""충전은 지금보다 1시간 더""","제목: 전기차 늘린다는데..""충전은 지금보다 1시간 더""  
키워드: 전기차, 충전, 시간, 증가  
결과: 부정","제목: 전기차 늘린다는데..""충전은 지금보다 1시간 더""  
",": 전기차, 충전, 시간, 증가  
결과: 부정"
"전기차 선호도 증가..""3년 내 전기차 구매의사 있어""","제목: 전기차 선호도 증가..""3년 내 전기차 구매의사 있어""  
키워드: 전기차, 선호도, 증가, 구매의사  
결과: 긍정","제목: 전기차 선호도 증가..""3년 내 전기차 구매의사 있어""  
",": 전기차, 선호도, 증가, 구매의사  
결과: 긍정"
"친환경 SUV 뜬다.. 현대·기아차, 수소·전기차 라인업 확대","제목: 친환경 SUV 뜬다.. 현대·기아차, 수소·전기차 라인업 확대  
키워드: 친환경, SUV, 현대차, 기아차, 수소차, 전기차, 라인업 확대  
결과: 긍정  ","제목: 친환경 SUV 뜬다.. 현대·기아차, 수소·전기차 라인업 확대  
",": 친환경, SUV, 현대차, 기아차, 수소차, 전기차, 라인업 확대  
결과: 긍정  "
"""5분 충전에 100km""..'테슬라 잡자' 현대도 전기차 '뼈대' 공개","제목: ""5분 충전에 100km""..'테슬라 잡자' 현대도 전기차 '뼈대' 공개  
키워드: 5분 충전, 100km, 테슬라, 현대, 전기차, 공개  
결과: 긍정  ","제목: ""5분 충전에 100km""..'테슬라 잡자' 현대도 전기차 '뼈대' 공개  
",": 5분 충전, 100km, 테슬라, 현대, 전기차, 공개  
결과: 긍정  "
"전기차 코나, '불나' 됐는데 원인 규명 '깜깜'..잠 못이루는 전기차 운전자","제목: 전기차 코나, '불나' 됐는데 원인 규명 '깜깜'..잠 못이루는 전기차 운전자  
키워드: 불, 원인 규명, 잠 못이루는, 전기차  
결과: 부정","제목: 전기차 코나, '불나' 됐는데 원인 규명 '깜깜'..잠 못이루는 전기차 운전자  
",": 불, 원인 규명, 잠 못이루는, 전기차  
결과: 부정"
"[단독] 현대차 코나 전기차, 브레이크 먹통에 시속 150km [영상]","제목: [단독] 현대차 코나 전기차, 브레이크 먹통에 시속 150km [영상]  
키워드: 현대차, 코나 전기차, 브레이크, 먹통, 시속 150km  
결과: 부정 (브레이크 고장과 관련된 안전 문제를 다루고 있어 부정적인 감정을 유발함)","제목: [단독] 현대차 코나 전기차, 브레이크 먹통에 시속 150km [영상]  
",": 현대차, 코나 전기차, 브레이크, 먹통, 시속 150km  
결과: 부정 (브레이크 고장과 관련된 안전 문제를 다루고 있어 부정적인 감정을 유발함)"
"中, 전기차 보조금 정책 유지?..韓배터리 업계 '촉각'","제목: 중, 전기차 보조금 정책 유지?..韓배터리 업계 '촉각'  
키워드: 전기차, 보조금, 정책, 배터리, 업계, 촉각  
결과: 중립적 (제목에서 긍정적 또는 부정적 감정을 명확히 드러내지 않음)","제목: 중, 전기차 보조금 정책 유지?..韓배터리 업계 '촉각'  
",": 전기차, 보조금, 정책, 배터리, 업계, 촉각  
결과: 중립적 (제목에서 긍정적 또는 부정적 감정을 명확히 드러내지 않음)"
현대차 라이벌로 급부상한 'IT 전기차 동맹',"제목: 현대차 라이벌로 급부상한 'IT 전기차 동맹'  
키워드: 현대차, 라이벌, 급부상, IT, 전기차, 동맹  
결과: 긍정  ","제목: 현대차 라이벌로 급부상한 'IT 전기차 동맹'  
",": 현대차, 라이벌, 급부상, IT, 전기차, 동맹  
결과: 긍정  "
"포드·VM, LG화학-SK이노 소송에 전기차 생산 차질 우려","제목: 포드·VM, LG화학-SK이노 소송에 전기차 생산 차질 우려  
키워드: 소송, 차질, 전기차 생산  
결과: 부정","제목: 포드·VM, LG화학-SK이노 소송에 전기차 생산 차질 우려  
",": 소송, 차질, 전기차 생산  
결과: 부정"
포드도 전기차 배터리셀 생산 검토..K배터리 '위기와 기회',"제목: 포드도 전기차 배터리셀 생산 검토..K배터리 '위기와 기회'

키워드: 포드, 전기차, 배터리셀, K배터리, 위기, 기회

결과: 긍정적 (기회라는 단어가 긍정적인 의미를 내포하고 있어 긍정적인 결과를 암시함)","제목: 포드도 전기차 배터리셀 생산 검토..K배터리 '위기와 기회'

",": 포드, 전기차, 배터리셀, K배터리, 위기, 기회

결과: 긍정적 (기회라는 단어가 긍정적인 의미를 내포하고 있어 긍정적인 결과를 암시함)"
"현대차 찾은 與 ""2025년까지 전기차 113만대, 수소차 20만대 보급""(종합)","제목: 현대차 찾은 與 ""2025년까지 전기차 113만대, 수소차 20만대 보급""(종합)  
키워드: 현대차, 전기차, 수소차, 보급, 2025년  
결과: 긍정","제목: 현대차 찾은 與 ""2025년까지 전기차 113만대, 수소차 20만대 보급""(종합)  
",": 현대차, 전기차, 수소차, 보급, 2025년  
결과: 긍정"
상반기 전기차 보급 2.2만대..올해 목표 7.3만대 가능할까,"제목: 상반기 전기차 보급 2.2만대..올해 목표 7.3만대 가능할까  
키워드: 전기차 보급, 목표, 가능할까  
결과: 부정  ","제목: 상반기 전기차 보급 2.2만대..올해 목표 7.3만대 가능할까  
",": 전기차 보급, 목표, 가능할까  
결과: 부정  "
전기차에 충전기만 꽂으면 별도 인증 없이 자동 결제,"제목: 전기차에 충전기만 꽂으면 별도 인증 없이 자동 결제  
키워드: 전기차, 충전기, 자동 결제, 별도 인증  
결과: 긍정","제목: 전기차에 충전기만 꽂으면 별도 인증 없이 자동 결제  
",": 전기차, 충전기, 자동 결제, 별도 인증  
결과: 긍정"
가로등 활용..전기차 쉽게 충전한다,"제목: 가로등 활용..전기차 쉽게 충전한다  
키워드: 가로등, 전기차, 충전, 쉽게  
결과: 긍정","제목: 가로등 활용..전기차 쉽게 충전한다  
",": 가로등, 전기차, 충전, 쉽게  
결과: 긍정"
"[조재환의 EV세상] '벽돌' 코나 전기차 여전한데, 국토부는 신중 모드","- 제목: [조재환의 EV세상] '벽돌' 코나 전기차 여전한데, 국토부는 신중 모드
- 키워드: 코나 전기차, 국토부, 신중 모드, 벽돌
- 결과: 부정","- 제목: [조재환의 EV세상] '벽돌' 코나 전기차 여전한데, 국토부는 신중 모드
- ",": 코나 전기차, 국토부, 신중 모드, 벽돌
- 결과: 부정"
"""초소형 전기차, 승용차와 다른 별도 안전기준 필요""","제목: 초소형 전기차, 승용차와 다른 별도 안전기준 필요  
키워드: 초소형 전기차, 승용차, 안전기준  
결과: 부정  ","제목: 초소형 전기차, 승용차와 다른 별도 안전기준 필요  
",": 초소형 전기차, 승용차, 안전기준  
결과: 부정  "
"중국 전기차 배터리 시장, 3개월 연속 성장세..코로나19 회복 궤도","제목: 중국 전기차 배터리 시장, 3개월 연속 성장세..코로나19 회복 궤도  
키워드: 중국, 전기차, 배터리, 성장세, 코로나19, 회복  
결과: 긍정  ","제목: 중국 전기차 배터리 시장, 3개월 연속 성장세..코로나19 회복 궤도  
",": 중국, 전기차, 배터리, 성장세, 코로나19, 회복  
결과: 긍정  "
"트위지 같은 초소형 전기차, 별도 안전기준 필요할까","제목: 트위지 같은 초소형 전기차, 별도 안전기준 필요할까  
키워드: 초소형 전기차, 안전기준  
결과: 중립적","제목: 트위지 같은 초소형 전기차, 별도 안전기준 필요할까  
",": 초소형 전기차, 안전기준  
결과: 중립적"
"아우디 코리아, 2021년 내 모델3급 전기차 선보일 예정","- 제목: 아우디 코리아, 2021년 내 모델3급 전기차 선보일 예정
- 키워드: 아우디 코리아, 2021년, 모델3급, 전기차, 선보일
- 결과: 긍정","- 제목: 아우디 코리아, 2021년 내 모델3급 전기차 선보일 예정
- ",": 아우디 코리아, 2021년, 모델3급, 전기차, 선보일
- 결과: 긍정"
'바닥쳤나'..1년 만에 증가세 돌아선 中 전기차 배터리 사용,"제목: 바닥쳤나..1년 만에 증가세 돌아선 中 전기차 배터리 사용  
키워드: 바닥쳤나, 증가세, 中 전기차 배터리  
결과: 부정  ","제목: 바닥쳤나..1년 만에 증가세 돌아선 中 전기차 배터리 사용  
",": 바닥쳤나, 증가세, 中 전기차 배터리  
결과: 부정  "
"현대차, 전기차 브랜드 '아이오닉' 확정..대형 전기 SUV도 출시","제목: 현대차, 전기차 브랜드 '아이오닉' 확정..대형 전기 SUV도 출시  
키워드: 현대차, 전기차, 아이오닉, 대형 전기 SUV, 출시  
결과: 긍정","제목: 현대차, 전기차 브랜드 '아이오닉' 확정..대형 전기 SUV도 출시  
",": 현대차, 전기차, 아이오닉, 대형 전기 SUV, 출시  
결과: 긍정"
"정의선 회장의 특명, ""제주 전기차 고객 환경 개선하라""","제목: 정의선 회장의 특명, ""제주 전기차 고객 환경 개선하라""  
키워드: 정의선, 전기차, 고객, 환경, 개선  
결과: 긍정  ","제목: 정의선 회장의 특명, ""제주 전기차 고객 환경 개선하라""  
",": 정의선, 전기차, 고객, 환경, 개선  
결과: 긍정  "
테슬라 전기차 독주..상반기 보조금 900억 가져갔다,"제목: 테슬라 전기차 독주..상반기 보조금 900억 가져갔다  
키워드: 테슬라, 전기차, 독주, 보조금, 900억  
결과: 부정 ","제목: 테슬라 전기차 독주..상반기 보조금 900억 가져갔다  
",": 테슬라, 전기차, 독주, 보조금, 900억  
결과: 부정 "
"배터리 회동 마친 현대차, 차세대 전기차 속도 내나","제목: 배터리 회동 마친 현대차, 차세대 전기차 속도 내나  
키워드: 배터리, 현대차, 차세대 전기차, 속도  
결과: 긍정  ","제목: 배터리 회동 마친 현대차, 차세대 전기차 속도 내나  
",": 배터리, 현대차, 차세대 전기차, 속도  
결과: 긍정  "
"[올댓차이나] 도요타, 중국 톈진에 연산 20만대 전기차공장","- 제목: 도요타, 중국 톈진에 연산 20만대 전기차공장
- 키워드: 도요타, 중국, 전기차, 공장, 톈진
- 결과: 긍정","- 제목: 도요타, 중국 톈진에 연산 20만대 전기차공장
- ",": 도요타, 중국, 전기차, 공장, 톈진
- 결과: 긍정"
"디젤과 불과 200만원 차..""전기차, 이래도 안 살래?""","제목: 디젤과 불과 200만원 차..""전기차, 이래도 안 살래?""
키워드: 디젤, 200만원, 전기차, 안 살래
결과: 부정적","제목: 디젤과 불과 200만원 차..""전기차, 이래도 안 살래?""
",": 디젤, 200만원, 전기차, 안 살래
결과: 부정적"
전기차 전용 타이어로 모빌리티 패러다임 변화 선도하는 한국타이어,"제목: 전기차 전용 타이어로 모빌리티 패러다임 변화 선도하는 한국타이어  
키워드: 전기차, 전용 타이어, 모빌리티, 패러다임 변화, 선도, 한국타이어  
결과: 긍정 ","제목: 전기차 전용 타이어로 모빌리티 패러다임 변화 선도하는 한국타이어  
",": 전기차, 전용 타이어, 모빌리티, 패러다임 변화, 선도, 한국타이어  
결과: 긍정 "
"[이슈분석] 벤츠·BMW, 전기차 시장 선점 실패..내년 라인업 확대로 반등 시도","- 제목: [이슈분석] 벤츠·BMW, 전기차 시장 선점 실패..내년 라인업 확대로 반등 시도
- 키워드: 벤츠, BMW, 전기차, 시장 선점 실패, 내년, 라인업 확대, 반등 시도
- 결과: 부정","- 제목: [이슈분석] 벤츠·BMW, 전기차 시장 선점 실패..내년 라인업 확대로 반등 시도
- ",": 벤츠, BMW, 전기차, 시장 선점 실패, 내년, 라인업 확대, 반등 시도
- 결과: 부정"
테슬라가 쏘아올린 니켈값.. 전기차 배터리 수요 껑충,"제목: 테슬라가 쏘아올린 니켈값.. 전기차 배터리 수요 껑충  
키워드: 테슬라, 니켈값, 전기차 배터리, 수요, 껑충  
결과: 긍정  ","제목: 테슬라가 쏘아올린 니켈값.. 전기차 배터리 수요 껑충  
",": 테슬라, 니켈값, 전기차 배터리, 수요, 껑충  
결과: 긍정  "
"'3가지' 있는 애플, 전기차 성공 확률높다","제목: 3가지 있는 애플, 전기차 성공 확률높다  
키워드: 애플, 전기차, 성공, 확률  
결과: 긍정","제목: 3가지 있는 애플, 전기차 성공 확률높다  
",": 애플, 전기차, 성공, 확률  
결과: 긍정"
코로나19 충격에 중국 전기차 보조금 2년 연장,"제목: 코로나19 충격에 중국 전기차 보조금 2년 연장  
키워드: 코로나19, 전기차, 보조금, 연장  
결과: 부정  ","제목: 코로나19 충격에 중국 전기차 보조금 2년 연장  
",": 코로나19, 전기차, 보조금, 연장  
결과: 부정  "
20분이면 끝..전기차 초급속충전기 고속도로 휴게소에 깔린다,"제목: 20분이면 끝..전기차 초급속충전기 고속도로 휴게소에 깔린다  
키워드: 전기차, 초급속충전기, 고속도로, 휴게소  
결과: 긍정","제목: 20분이면 끝..전기차 초급속충전기 고속도로 휴게소에 깔린다  
",": 전기차, 초급속충전기, 고속도로, 휴게소  
결과: 긍정"
[조재환의 카테크] 애플 vs LG전자..누가 전기차 리더 되나,"제목: [조재환의 카테크] 애플 vs LG전자..누가 전기차 리더 되나  
키워드: 애플, LG전자, 전기차, 리더  
결과: 중립 (비교와 경쟁에 대한 내용으로 긍정 또는 부정이 아닌 질문 형식으로 제시됨)","제목: [조재환의 카테크] 애플 vs LG전자..누가 전기차 리더 되나  
",": 애플, LG전자, 전기차, 리더  
결과: 중립 (비교와 경쟁에 대한 내용으로 긍정 또는 부정이 아닌 질문 형식으로 제시됨)"
제주 관광부터 동네 배달까지..초소형 전기차 르노 트위지 질주,"제목: 제주 관광부터 동네 배달까지..초소형 전기차 르노 트위지 질주  
키워드: 제주 관광, 동네 배달, 초소형 전기차, 르노 트위지, 질주  
결과: 긍정","제목: 제주 관광부터 동네 배달까지..초소형 전기차 르노 트위지 질주  
",": 제주 관광, 동네 배달, 초소형 전기차, 르노 트위지, 질주  
결과: 긍정"
유럽 친환경 기조에 '전기차 스마일'..한국 부품사도 함께 웃는다,"제목: 유럽 친환경 기조에 '전기차 스마일'..한국 부품사도 함께 웃는다  
키워드: 유럽, 친환경, 전기차, 스마일, 한국, 부품사, 웃다  
결과: 긍정  ","제목: 유럽 친환경 기조에 '전기차 스마일'..한국 부품사도 함께 웃는다  
",": 유럽, 친환경, 전기차, 스마일, 한국, 부품사, 웃다  
결과: 긍정  "
"""충전·주차 눈치 안보는"" 콘센트형 전기차 충전기 주목","제목: ""충전·주차 눈치 안보는"" 콘센트형 전기차 충전기 주목  
키워드: 충전, 주차, 눈치, 콘센트형, 전기차, 주목  
결과: 긍정  
","제목: ""충전·주차 눈치 안보는"" 콘센트형 전기차 충전기 주목  
",": 충전, 주차, 눈치, 콘센트형, 전기차, 주목  
결과: 긍정  
"
"폭스콘, 전기차 만든다..탈스마트폰 가속화","제목: 폭스콘, 전기차 만든다..탈스마트폰 가속화  
키워드: 폭스콘, 전기차, 탈스마트폰, 가속화  
결과: 긍정 ","제목: 폭스콘, 전기차 만든다..탈스마트폰 가속화  
",": 폭스콘, 전기차, 탈스마트폰, 가속화  
결과: 긍정 "
[단독]배터리 교체 없이 전기차 30만km 달렸다..국내 첫 사례,"제목: [단독]배터리 교체 없이 전기차 30만km 달렸다..국내 첫 사례  
키워드: 배터리 교체, 전기차, 30만km, 국내 첫 사례  
결과: 긍정","제목: [단독]배터리 교체 없이 전기차 30만km 달렸다..국내 첫 사례  
",": 배터리 교체, 전기차, 30만km, 국내 첫 사례  
결과: 긍정"
"애플이 내놓는 전기차, 업계가 긴장하는 이유 [오춘호의 글로벌 뷰]","| 제목                                   | 키워드                | 결과  |
|--------------------------------------|---------------------|------|
| 애플이 내놓는 전기차, 업계가 긴장하는 이유 [오춘호의 글로벌 뷰] | 애플, 전기차, 긴장 | 부정 |",| 제목                                   | ,"                | 결과  |
|--------------------------------------|---------------------|------|
| 애플이 내놓는 전기차, 업계가 긴장하는 이유 [오춘호의 글로벌 뷰] | 애플, 전기차, 긴장 | 부정 |"
"""고장나면 차 한대 값"" 화재 잇따르는 전기차 수리비도 논란","- 제목: ""고장나면 차 한대 값"" 화재 잇따르는 전기차 수리비도 논란
- 키워드: 고장, 차 한대 값, 화재, 전기차, 수리비, 논란
- 결과: 부정적","- 제목: ""고장나면 차 한대 값"" 화재 잇따르는 전기차 수리비도 논란
- ",": 고장, 차 한대 값, 화재, 전기차, 수리비, 논란
- 결과: 부정적"
"전기차 판매 3년 간 7배 성장, 현대차가 견인","- 제목: 전기차 판매 3년 간 7배 성장, 현대차가 견인
- 키워드: 전기차, 판매, 7배 성장, 현대차
- 결과: 긍정적","- 제목: 전기차 판매 3년 간 7배 성장, 현대차가 견인
- ",": 전기차, 판매, 7배 성장, 현대차
- 결과: 긍정적"
"수소전기차·항공·로봇..정의선 ""상상 속 미래 모빌리티 앞당길 것""","제목: 수소전기차·항공·로봇..정의선 ""상상 속 미래 모빌리티 앞당길 것""

키워드: 수소전기차, 항공, 로봇, 미래 모빌리티, 정의선

결과: 긍정","제목: 수소전기차·항공·로봇..정의선 ""상상 속 미래 모빌리티 앞당길 것""

",": 수소전기차, 항공, 로봇, 미래 모빌리티, 정의선

결과: 긍정"
"'美 교통장관 내정자' 부티지지, 전기차 보급 확대 천명","제목: 美 교통장관 내정자' 부티지지, 전기차 보급 확대 천명  
키워드: 전기차, 보급 확대, 긍정적  
결과: 긍정","제목: 美 교통장관 내정자' 부티지지, 전기차 보급 확대 천명  
",": 전기차, 보급 확대, 긍정적  
결과: 긍정"
[조재환의 EV세상] 제주·남양주 코나 전기차 화재 수사 더딘 이유,"제목: [조재환의 EV세상] 제주·남양주 코나 전기차 화재 수사 더딘 이유  
키워드: 제주, 남양주, 코나 전기차, 화재, 수사, 더딘  
결과: 부정","제목: [조재환의 EV세상] 제주·남양주 코나 전기차 화재 수사 더딘 이유  
",": 제주, 남양주, 코나 전기차, 화재, 수사, 더딘  
결과: 부정"
"[조재환의 EV세상] 전기차, 침수돼도 안전?..""방심 금물""","제목: [조재환의 EV세상] 전기차, 침수돼도 안전?..""방심 금물""  
키워드: 전기차, 침수, 안전, 방심  
결과: 부정  ","제목: [조재환의 EV세상] 전기차, 침수돼도 안전?..""방심 금물""  
",": 전기차, 침수, 안전, 방심  
결과: 부정  "
"수소차·순수전기차, 정의선式 그린뉴딜 양날개 펼쳤다","제목: 수소차·순수전기차, 정의선式 그린뉴딜 양날개 펼쳤다  
키워드: 수소차, 순수전기차, 그린뉴딜, 정의선  
결과: 긍정  ","제목: 수소차·순수전기차, 정의선式 그린뉴딜 양날개 펼쳤다  
",": 수소차, 순수전기차, 그린뉴딜, 정의선  
결과: 긍정  "
"유가 하락에도 전기차 인기..르노삼성, SM3 Z.E·트위지 주목","제목: 유가 하락에도 전기차 인기..르노삼성, SM3 Z.E·트위지 주목  
키워드: 유가 하락, 전기차 인기, 르노삼성, SM3 Z.E, 트위지  
결과: 긍정  ","제목: 유가 하락에도 전기차 인기..르노삼성, SM3 Z.E·트위지 주목  
",": 유가 하락, 전기차 인기, 르노삼성, SM3 Z.E, 트위지  
결과: 긍정  "
자동차시장 코로나에 제동 걸렸지만..전기차는 '고속질주',"제목: 자동차시장 코로나에 제동 걸렸지만..전기차는 '고속질주'  
키워드: 자동차시장, 코로나, 제동, 전기차, 고속질주  
결과: 긍정","제목: 자동차시장 코로나에 제동 걸렸지만..전기차는 '고속질주'  
",": 자동차시장, 코로나, 제동, 전기차, 고속질주  
결과: 긍정"
"'차트 역주행' 전기차 생태계, 또다른 에너지는 '금융'","제목: '차트 역주행' 전기차 생태계, 또다른 에너지는 '금융'  
키워드: 차트 역주행, 전기차 생태계, 금융  
결과: 부정 (차트 역주행이라는 표현은 일반적으로 부정적인 변화를 암시할 수 있음)","제목: '차트 역주행' 전기차 생태계, 또다른 에너지는 '금융'  
",": 차트 역주행, 전기차 생태계, 금융  
결과: 부정 (차트 역주행이라는 표현은 일반적으로 부정적인 변화를 암시할 수 있음)"
"'벤츠의 굴욕'..쏘카, 벤츠 전기차 'EQC' 반납","제목: 벤츠의 굴욕..쏘카, 벤츠 전기차 'EQC' 반납  
키워드: 굴욕, 반납  
결과: 부정  ","제목: 벤츠의 굴욕..쏘카, 벤츠 전기차 'EQC' 반납  
",": 굴욕, 반납  
결과: 부정  "
기름값 사상 최저인데 배터리·전기차 질주의 역설,"제목: 기름값 사상 최저인데 배터리·전기차 질주의 역설  
키워드: 기름값, 사상 최저, 배터리, 전기차, 질주, 역설  
결과: 부정 ","제목: 기름값 사상 최저인데 배터리·전기차 질주의 역설  
",": 기름값, 사상 최저, 배터리, 전기차, 질주, 역설  
결과: 부정 "
아우디 e-트론 등판..'억' 소리 전기차 경쟁 본격화 예고,"제목: 아우디 e-트론 등판..'억' 소리 전기차 경쟁 본격화 예고  
키워드: 아우디, e-트론, 전기차, 경쟁, 등판  
결과: 긍정","제목: 아우디 e-트론 등판..'억' 소리 전기차 경쟁 본격화 예고  
",": 아우디, e-트론, 전기차, 경쟁, 등판  
결과: 긍정"
테슬라 '반값 전기차' 올라타자..배터리업계 세계대전,"제목: 테슬라 '반값 전기차' 올라타자..배터리업계 세계대전  
키워드: 테슬라, 반값 전기차, 배터리업계, 세계대전  
결과: 부정적 (세계대전이라는 표현이 경쟁을 과장되게 나타내며 긴장감을 조성하는 의미로 해석될 수 있음)","제목: 테슬라 '반값 전기차' 올라타자..배터리업계 세계대전  
",": 테슬라, 반값 전기차, 배터리업계, 세계대전  
결과: 부정적 (세계대전이라는 표현이 경쟁을 과장되게 나타내며 긴장감을 조성하는 의미로 해석될 수 있음)"
"[취재후] ""브레이크가 안 들어""..현대 전기차 '코나'에 무슨 일이?","제목: [취재후] ""브레이크가 안 들어""..현대 전기차 '코나'에 무슨 일이?  
키워드: 브레이크, 현대 전기차, 코나, 문제  
결과: 부정  ","제목: [취재후] ""브레이크가 안 들어""..현대 전기차 '코나'에 무슨 일이?  
",": 브레이크, 현대 전기차, 코나, 문제  
결과: 부정  "
