Title,Analysis
"테슬라 11%↓ ‘전기차 쇼크’…투자자들, 뉴욕증시 하락베팅↑ [월가월부]","키워드/결과  
테슬라, 11%↓, 전기차 쇼크, 투자자들, 뉴욕증시 하락베팅↑ / 부정"
전기차 시대 가로막는 '손톱 밑 가시',"키워드: 전기차/손톱 밑 가시  
결과: 부정"
전기차·캠핑카에 밀려..갈수록 '주차 대란',"키워드: 전기차/캠핑카/주차 대란  
결과: 부정"
테슬라 부진에 웃을 전기차 유망주…팁랭크 3곳 꼽았다,"키워드: 테슬라 부진/전기차 유망주/팁랭크  
결과: 부정/긍정/긍정"
"美, 주간 고속도로에 전기차 충전소..""80km마다 설치""",키워드: 전기차 충전소 / 결과: 긍정
전기차 불이 난 순간… 지하주차장은 '죽음의 방',"키워드: 전기차/불/지하주차장/죽음의 방  
결과: 부정"
"[같이경제] 전기차 시대, 대구·경북에 기회?","키워드: 전기차 시대/ 대구·경북/ 기회  
결과: 긍정"
"전기차, 시골길서 만나면 무조건 피하세요","키워드: 전기차/시골길/피하세요  
결과: 부정"
내년 전기차 시장 주도할 업체는…테슬라?! 리비안?! [서기열의 실리콘밸리나우],"키워드: 전기차 시장/업체/테슬라/리비안  
결과: 긍정"
"[사설]해외선 차별받고, 국내선 외국차 보조금에 우는 韓 전기차","키워드 / 결과  
해외, 차별, 국내, 외국차, 보조금, 우는 / 부정"
"‘하극상’ 독일차, 테슬라보다 3500만원 싸네…전기차도 갓심비[카슐랭]","키워드: 독일차/전기차/싸네/갓심비  
결과: 부정"
"다들 전기차 올인하는데, 도요타는 '양손잡이 전략' 왜","키워드: 전기차/올인/도요타/양손잡이 전략  
결과: 부정"
"정의선 회장, ""전기차 현안 챙긴다""…글로벌 '현장경영'","키워드: 정의선 회장/전기차 현안/글로벌/현장경영  
결과: 긍정"
전기차 배터리 원료도 MADA IN AMERICA,"키워드: 전기차/배터리/원료/MADA IN AMERICA  
결과: 긍정"
학교 안팎 전기차 충전소..어린이보호 '사각' 우려,"키워드: 전기차/어린이보호  
결과: 부정"
불나면 속수무책..전기차 화재 대책 마련 고심,"키워드: 전기차/화재/대책  
결과: 부정"
5500만원 커트라인 지키던 수입 전기차… 내년에는 선 넘는다,키워드: 5500만원/부정
"中, 15개 첨단 품목 점유율 1위…전기차 관련 韓 격차 벌려","키워드: 중/15개 첨단 품목/점유율 1위/전기차 관련/韓 격차 벌려  
결과: 부정"
"현대차그룹, 배터리 글로벌 공급망 강화…전기차 가속 페달","키워드: 현대차그룹/배터리 글로벌 공급망 강화/전기차 가속 페달  
결과: 긍정"
이젠 포르쉐 잡겠다…화끈하니 확 끌려 '세상에 없던' 전기차 [왜몰랐을카],"키워드: 포르쉐/ 전기차/ 화끈하니 확 끌려  
결과: 긍정"
"""현대차에도 전기차 보조금"" 美상원 의원 법안 발의","키워드: 현대차/전기차/보조금/美상원 의원/법안 발의  
결과: 긍정"
"네이버, 韓 인터넷 기업 최초 'EV100' 가입..""2030년까지 전기차 전환""","키워드: 네이버/韓 인터넷 기업 최초/EV100 가입/전기차 전환  
결과: 긍정"
'電 의 전쟁'.. 하반기 국산-수입 전기차 출시 각축전,"키워드: 전쟁/국산/수입/전기차/출시/각축전  
결과: 부정"
中 전기차 배터리 공급망 막고 美 일자리 창출 ..지지층 결집 노림수,"키워드: 전기차/배터리/공급망/일자리/지지층/결집  
결과: 부정"
"[하이빔]전기차 배터리, 진짜 분리와 유사 분리",키워드: 전기차 배터리 / 결과: 중립
전기차의 애환을 아십니까..충전구역 부족한데 '14시간 주차 빌런'에 속앓이,"키워드: 전기차/충전구역 부족/14시간 주차 빌런  
결과: 부정"
북미 전기차 급한 불 못 끈다..'보조금 리스크' 여전,"키워드: 북미 전기차/보조금 리스크  
결과: 부정"
GM·지프도 '전기차' 출사표..美 전기차 '대격전',"키워드: GM·지프/전기차/출사표/美/대격전  
결과: 긍정"
[시승기] 렉서스의 첫 전동화 모델..조용하고 강한 전기차 'UX 300e',"키워드/결과  
렉서스, 전동화 모델, 조용하고 강한, 전기차, UX 300e / 긍정"
"G20정상회의 전기차 경쟁 한·중·일 삼국지..""현대차 선두, 중·일 추격""","키워드: G20정상회의/전기차 경쟁/한·중·일/현대차 선두/중·일 추격  
결과: 부정"
가격 10~20% 더 비싼데…전기차 전용 타이어 쑥쑥 큰다,"키워드: 가격/비싸다/전기차/타이어  
결과: 부정"
겨울철 전기차 배터리 사수하라…주행거리·난방 '뚝뚝'[알아봅시다],"키워드/결과  
겨울철 전기차 배터리/부정  
주행거리/부정  
난방/부정"
"스텔란티스 CEO ""전기차 원자재 2027∼2028년까지 부족할듯""","키워드: 스텔란티스, CEO, 전기차, 원자재, 부족 / 결과: 부정"
"통상본부장 ""美 USTR과 전기차 보조금 해결 협의 채널 개시""","키워드: 전기차/보조금/협의/채널  
결과: 긍정"
"정의선, 인니 공장 준공식 참석..조코위 만나 전기차 논의하나","키워드: 정의선/인니 공장 준공식/조코위/전기차 논의  
결과: 긍정"
"상반기 전기차 보조금, 미국차가 절반 가져갔다","키워드: 전기차/보조금/미국차  
결과: 부정"
[시승기] 급가속·급정거 없는 아우디 전기차 ‘Q4 e-트론’,"키워드 / 결과  
급가속, 급정거, 아우디, 전기차, Q4 e-트론 / 긍정"
"""미국 전기차 규정, 유연 적용 가능성""",키워드: 미국 전기차 규정/결과: 긍정
"일본 '전기차의 갈라파고스' 되나.. 뒤늦게 진입, 인프라 격차","키워드: 일본/전기차/갈라파고스/뒤늦게/진입/인프라/격차  
결과: 부정"
EU·일본도 미 전기차 보조금 항의,"키워드: EU/일본/미 전기차 보조금/항의  
결과: 부정  "
국내기업도 美인플레감축법 혜택..태양광 수혜·전기차-배터리 희비,"키워드: 국내기업/美인플레감축법/혜택/태양광/수혜/전기차/배터리/희비  
결과: 긍정/부정"
"“주유비보다 충전비 비싸졌다”…전기차, 전기료 급등에 유럽서 위기","키워드: 주유비, 충전비, 비싸졌다, 전기차, 전기료 급등, 유럽, 위기 / 결과: 부정"
유럽 ‘주유보다 충전이 비싼데?’…전기료 급등시 전기차 미래는,"키워드: 유럽/주유/충전/전기료 급등/전기차 미래  
결과: 부정"
전기차 전환 못 따라가는 부품社..2030년까지 500곳 사라질 수도,키워드: 전기차 전환 못 따라가는 부품社 / 결과: 부정
"""싸구려 전기차 만들 시간 없어""..머스크 입에 이 회사가 떴다 [위클리기사단]","키워드: 싸구려 전기차/부정  
결과: 부정"
"역대급 태풍 '힌남노' 온다는데..""전기차 운전 괜찮을까요?""",키워드: 전기차 / 결과: 부정
"""반값 전기차 만들자"" GM·혼다, 코드 꽂았다",키워드: 반값 전기차/ 결과: 긍정
소음없이 부드러운 주행 '일품'..럭셔리 세단 전기차 끝판왕,"키워드: 소음없이/부드러운 주행/일품/럭셔리 세단/전기차/끝판왕  
결과: 긍정"
"韓통상장관 美급파..""전기차 보조금 차별, 해결은 11월 이후""","키워드: 전기차/보조금/차별/해결  
결과: 부정"
"고속도로 '전기차 충전소' 몇개?..소프트베리, 현황 공개",키워드: 전기차 충전소/결과: 긍정
LG는 왜 전기차를 안 만드나?,"키워드: LG/전기차  
결과: 부정  "
"""中 BYD 성장 사례, 전기차 대중화 시대 여는 동력""","키워드: BYD/성장/전기차/대중화/동력  
결과: 긍정"
"""테슬라, 한국에 전기차 공장 협의 중""…정부, 투자유치 총력","키워드: 테슬라/한국/전기차/공장/협의/정부/투자유치  
결과: 긍정"
"바이든, 현대 美전기차 공장 기공을 '치적'으로 홍보","키워드: 바이든/현대/전기차/공장/기공/치적  
결과: 긍정"
"美 한국산 전기차 차별, 상업용 요건 완화·법 개정으로 돌파구","키워드: 한국산 전기차/차별/상업용 요건 완화/법 개정/돌파구  
결과: 부정"
"'테슬라 뛰어넘자'..GM-포드, 전기차 우위 경쟁 심화","키워드: 테슬라, GM, 포드, 전기차, 우위, 경쟁 / 결과: 부정"
전기차 시장 두배로 커졌다..테슬라 독주 속 中 급성장(종합),"키워드: 전기차 시장/ 두배로 커졌다/ 테슬라 독주/ 中 급성장  
결과: 긍정"
"전기차·배터리 업계, 서로 ""차 팔아도 남는 게 없다""",키워드: 전기차·배터리 업계 / 결과: 부정
"미국정부 ""韓 전기차 문제, 딱히 해결책 없다""","키워드: 미국정부/韓 전기차 문제/해결책 없음  
결과: 부정"
급성장 전기차..결함도 덩달아 '폭증',"키워드: 급성장 전기차 / 결함 폭증  
결과: 부정"
"윤석열 ""주유소·LPG충전소 내 전기차 충전 인프라 확대""","키워드: 윤석열/주유소/LPG충전소/전기차 충전 인프라/확대  
결과: 긍정"
삼양사의 깨어난 공격본능..전기차 소재로 북미 뚫는다,"키워드: 삼양사/전기차/소재/북미  
결과: 긍정"
"‘美IRA 주도’ 맨친, 韓요구 거부...“리스·공유 전기차엔 보조금 불가”","키워드: 美IRA 주도/맨친/韓요구 거부/리스·공유 전기차/보조금 불가  
결과: 부정"
"이재명 ""특별협상단 파견해 '전기차 패싱' 수습책 마련해야""(종합)","키워드: 이재명/전기차 패싱/수습책 마련해야  
결과: 부정"
"""전기차 충전, 5년 뒤 아이폰보다 빨라진다""","키워드: 전기차 충전/아이폰/빠르다  
결과: 긍정"
"현대차, 인도네시아서 전기차 판매 본격화..5월 점유율 98%","키워드: 현대차/전기차/판매/본격화/점유율  
결과: 긍정"
"'디폴트' 헝다, 첫 전기차 판매 개시","키워드: 디폴트/헝다/전기차/판매  
결과: 부정"
전기차 전력으로 호텔도 운영.. 주목받는 V2L 기술,"키워드: 전기차/V2L 기술/호텔 운영  
결과: 긍정"
G20 개최지 발리에서 불붙은 한중일 전기차 대전,"키워드: G20/발리/한중일/전기차/대전  
결과: 부정"
전기차 느는데..충전소 화재 안전 시설은?,"키워드: 전기차/충전소/화재/안전 시설  
결과: 부정"
중국 '끌고' 유럽 '밀고'..세계 전기차 '電力질주',"키워드: 중국/유럽/전기차/전력질주  
결과: 긍정"
전기차 충전 난민들... 고속도로 휴게소에 무슨 일이? [고속도로 휴게소 이야기],"키워드: 전기차 충전/고속도로 휴게소/난민들  
결과: 부정"
"바이든, 조지아주 현대 전기차 공장 기공식에 “내 경제 정책 성과, 빨리 이뤄져 기뻐”","키워드: 바이든/조지아주/현대 전기차 공장/기공식/경제 정책 성과  
결과: 긍정"
정의선 “최고 전기차 생산시설로” 바이든 “경제정책 성과”,"키워드: 정의선/최고 전기차 생산시설/바이든/경제정책 성과  
결과: 긍정"
[시승기] 삼성 사장단이 선택한 BMW 전기차 ‘i7′,"키워드: 삼성 사장단, BMW, 전기차, i7 / 결과: 긍정"
일본 수입 전기차 판매량 3배로 급증..틈새시장 벗어날까,키워드: 일본 수입 전기차 판매량 급증 / 결과: 긍정
[시승기]전기차 보조금 없어도 자신있다…아우디 'Q4 e-트론',"키워드 / 결과  
전기차 보조금 / 긍정  
아우디 Q4 e-트론 / 긍정  
자신있다 / 긍정  "
"""중국 배터리 빼야 보조금 주겠다"".. 미국發 전기차 쇼크","키워드: 중국 배터리/보조금/미국/전기차 쇼크  
결과: 부정"
양자 협의 조기가동·다자 공조강화..정부 '전기차 차별' 총력전,"키워드: 양자 협의/조기가동/다자 공조강화/정부/전기차 차별  
결과: 부정"
IRA 이후 10월 美 전기차 판매 현대차 21%↑…기아는 17.6%↓,"키워드: IRA/전기차 판매/현대차 증가/기아 감소  
결과: 긍정/부정"
"대전 현대아울렛 화재에 전기차 또 '누명'..""진짜 위험한가요?""","키워드: 대전 현대아울렛 화재/전기차/누명/위험  
결과: 부정"
"美 전기차 보조금 의견수렴 착수..車업계, 현실적 대안에 촉각",키워드: 전기차 보조금/결과: 긍정
"“7년 내 6배 성장”… LG, 전기차 충전사업 박차","키워드: LG/전기차/충전사업/성장  
결과: 긍정"
"GM 2인자, 한국GM의 전기차 생산기지 가능성 시사","키워드: GM 2인자/한국GM/전기차/생산기지 가능성  
결과: 긍정"
韓전기차 美 판매 '비상'.. 보조금 1000만원 끊겼다,"키워드: 韓전기차/美 판매/비상/보조금 1000만원 끊겼다  
결과: 부정"
'디젤 일변도'였던 폭스바겐도 한국서 전기차 잇따라 출시,"키워드: 디젤 일변도/폭스바겐/전기차/출시  
결과: 긍정"
"보조금 끊긴 한국산 전기차..미 공장 가보니 ""불공평..대안 필요""",키워드: 보조금 끊긴 한국산 전기차 / 결과: 부정
불나면 갇혀 죽는다?..'전기차 화재 공포' 진짜일까 [노정동의 선넘는 차(車) 이야기],키워드: 전기차 화재 공포 / 결과: 부정
"다크호스 전기차..'4000만 원대' 수입차, 폴스타2","키워드: 다크호스 전기차/4000만 원대 수입차/폴스타2  
결과: 긍정"
전기차·수소차 고속도로 통행료 할인 2024년까지 연장,키워드: 전기차·수소차/결과: 긍정
연초 대비 -68%는 기본...테슬라 등 전기차 주가 버블 붕괴됐다,"키워드/결과  
연초 대비 -68%/부정  
테슬라/부정  
전기차 주가/부정  
버블 붕괴/부정  "
中 전기차 선두 비야디 글로벌 자동차업계 시총 3위 복귀(종합),"키워드: 비야디/글로벌 자동차업계 시총 3위 복귀  
결과: 긍정"
"현대차 노조 맞아?..""美서 전기차 생산 반대 안해"", 내건 조건은","키워드: 현대차/노조/전기차/생산/반대/조건  
결과: 중립"
안심하고 타도 될까..우려 커지는 전기차 화재,"키워드: 전기차/화재  
결과: 부정"
[영상]전기차 배터리시장 미래 그린다(feat. SK온),"키워드: 전기차/배터리시장/미래/SK온  
결과: 긍정"
전기차 선도하는 현대차그룹..정의선 '퍼스트무버' 전략 통했다,"키워드: 전기차/현대차그룹/정의선/퍼스트무버/전략  
결과: 긍정"
"폭스바겐, CES서 베일에 싸인 '새 전기차' 공개한다","키워드: 폭스바겐/ CES/ 새 전기차  
결과: 긍정"
[취재수첩] 거꾸로 가는 한국 전기차 보조금,키워드: 전기차 보조금 / 결과: 부정
미국서 한국산 전기차도 '리스 차량'은 보조금,"키워드: 한국산 전기차/리스 차량/보조금  
결과: 긍정"
"EV6, 독일 車전문지 전기차 비교평가서 폭스바겐 제쳐","키워드: EV6/전기차/비교평가/폭스바겐  
결과: 긍정"
"테슬라, 中서 전기차 9% 인하..다른 지역은?","키워드: 테슬라/중국/전기차/인하/지역  
결과: 부정"
[신차드라이브] “슈퍼카 비켜”...기아 고성능 전기차 'EV6 GT',"키워드: 신차드라이브/여러 강력한 표현/기아 고성능 전기차/EV6 GT  
결과: 긍정"
"전기차 화재, 어떻게 끄나?…강원소방 진압 실험","키워드: 전기차 화재/강원소방 진압 실험  
결과: 부정"
"""전기차 충전비가 기름값보다 비싸다""…유럽 시장에 '찬물'","키워드: 전기차 충전비/비싸다/유럽 시장/찬물  
결과: 부정"
"테슬라 제친 비야디, 세계최대 전기차업체 등극","키워드: 비야디/전기차업체 등극  
결과: 긍정"
벤츠가 만들면 다르다..E클래스 전기차 버전[타봤더니],"키워드: 벤츠/E클래스/전기차/타봤더니  
결과: 긍정"
"""미국 전기차 원산지 규정, 유연 적용 가능성""",키워드: 미국 전기차 원산지 규정 / 결과: 중립
"EU, '전기차 세액공제 제외' 美인플레법에 ""타협안 도출 기대""",키워드: 전기차 세액공제/결과: 긍정
"中에선 적수가 없다…10월 BYD 전기차, 테슬라보다 3배 더 팔려","키워드: 중/적수/10월/BYD/전기차/테슬라/3배/팔려  
결과: 긍정"
“하루 1억씩 달라고요?”…中 ‘전기차 굴기’에 운반선 운임 10배,"키워드: 하루 1억, 전기차 굴기, 운반선 운임  
결과: 부정"
"""미국 수소.전기차 공격적 투자, 강력한 한미협력 긴요""","키워드: 미국 수소, 전기차, 공격적 투자, 한미협력 / 결과: 긍정"
"""몰랐다. 충전하려다 충격""..'아동착취' 전기차, 블록체인이 살맛나게 [왜몰랐을카]","키워드: 충전/충격/아동착취/블록체인  
결과: 부정"
"""美中은 안주는데""..전기차 보조금 ""한국만 봉"" 목소리","키워드: 안주는데/전기차 보조금/한국만 봉  
결과: 부정"
"""전기차 시장 M&A 활발..핵심 부품인 리튬이온전지 관련 다수""",키워드: 전기차 시장 M&A / 결과: 긍정
한발 물러선 美인플레법...韓전기차라도 ‘리스용’에는 보조금,"키워드: 美인플레법/韓전기차/리스용/보조금  
결과: 긍정"
헛도는 협상에 탈중국 난항..전기차 '첩첩산중',"키워드: 헛도는 협상/탈중국/난항/전기차/첩첩산중  
결과: 부정"
"""전기차 충전, 5년 뒤엔 아이폰보다 빨라진다""..美 기술개발","키워드 / 결과  
전기차 충전, 5년 뒤, 아이폰, 빨라진다 / 긍정"
"현대차그룹, 미국 전기차 전용공장 세운다","키워드: 현대차그룹/미국/전기차/공장  
결과: 긍정"
'수소경제' 한풀 꺾이나..전기차에 밀린 넥쏘,"키워드: 수소경제/전기차/넥쏘  
결과: 부정"
"""1550만원 받는데, 차가 안 나와요""..전기차 보조금 삭감?","키워드: 전기차/부정  
결과: 부정"
"[시승기] 폭스바겐이 만든 첫 번째 전기차, ‘ID.4’","키워드: 폭스바겐/ID.4  
결과: 긍정"
"조오섭 ""더딘 휴게소 전기차 충전기 보급, 국민은 충전 난민 ""","키워드: 조오섭/더딘/휴게소/전기차/충전기/보급/국민/충전/난민  
결과: 부정"
"""자동차보험, 전기차 중심으로 재편 검토해야""","키워드: 자동차보험/전기차/재편  
결과: 부정"
충전 중 전기차 화재에 심야 대피 소동…끄는 데 '8시간',"키워드 / 결과  
충전 중 전기차 화재 / 부정  
심야 대피 소동 / 부정  
끄는 데 '8시간' / 부정  "
"""당분간 전기차 판매 줄어든다""..美서도 '인플레 감축법' 불만",키워드: 전기차 판매 감소/결과: 부정
"""전기차 충전시설 기본요금 부과체계 개선해야""","키워드: 전기차/충전시설/기본요금/부과체계/개선  
결과: 부정"
정전 중 전기차 배터리로 정관수술 성공한 의사..농담이 현실로!,"키워드: 정전/전기차 배터리/정관수술/성공/의사/농담/현실  
결과: 부정"
"""ESS 통한 충전은 불법""..낡은 규제에 전기차 인프라 '방전 위기'","키워드: ESS/충전/불법/낡은 규제/전기차 인프라/방전 위기  
결과: 부정"
"""전기차는 대용량 이동식 배터리"" 미래차 개념 바꾸는 V2L 기술","키워드: 전기차/V2L 기술/대용량 이동식 배터리  
결과: 긍정"
"""높은 유가에 익숙해진 소비자, 전기차 관심 떨어져""",키워드: 높은 유가 / 결과: 부정
"정의선, 신동빈 손잡았다..전기차 충전사업 합작사 추진","키워드: 정의선/신동빈/전기차/충전사업/합작사  
결과: 긍정"
"현대차, 국내 첫 전기차공장으로 전동화 가속페달..퍼스트무버 탄력","키워드: 현대차/전기차공장/전동화/가속페달/퍼스트무버  
결과: 긍정"
무거우면 주차도 못해..'전기차 다이어트' 경쟁,"키워드: 무거움/주차/전기차 다이어트  
결과: 부정"
"국고보조금 받은 전기차 충전기, 관리는 소홀...출력 미달·결제 오류","키워드: 국고보조금/전기차/충전기/관리소홀/출력미달/결제오류  
결과: 부정"
"IEA ""韓 전기차 인프라 세계 최고..충전기 1대당 전기차 2.6대""","키워드: IEA / 한국 / 전기차 인프라 / 세계 최고 / 충전기 / 긍정  
결과: 긍정"
中 독주에 견제구?.. 유럽에 부는 전기차 회의론,"키워드: 유럽/전기차/회의론  
결과: 부정"
"전기차로 돌아온 미니..감성이냐 주행거리냐, 그것이 문제로다[시승기]","키워드: 전기차/미니/감성/주행거리/문제  
결과: 중립"
"수리비 비싼 전기차, 일반차보다 평균 보험료 24%↑","키워드: 수리비/비싼/전기차/일반차/평균/보험료/24%↑  
결과: 부정"
[보푸라기]전기차 보험료가 더 비싼 이유,"키워드: 전기차/보험료/비싼  
결과: 부정"
"하이브리드 최강자 도요타, 최근 출시한 전기차로 망신살","키워드: 하이브리드/도요타/최근 출시/전기차/망신살  
결과: 부정"
"리커창, 中 BYD 방문..전기차 생산·구매 촉진 정책 약속","키워드: 리커창/중 BYD/전기차 생산/구매 촉진 정책  
결과: 긍정"
프리미엄 이미지 ‘전기차는 제네시스’ 세계시장 달린다,"키워드: 프리미엄/전기차/제네시스/세계시장  
결과: 긍정"
현대차·BMW·닛산도 뛰어들었다.. '소형 전기차' 경쟁 가열,키워드: 현대차/BMW/닛산/소형 전기차/경쟁 / 결과: 긍정
"<시평>전기차 차별, 美 결자해지 책임 무겁다","키워드/결과  
전기차 차별, 美 결자해지/부정"
"""세계 자동차 업계, 2030년까지 전기차에 1700조 투자""","키워드: 세계 자동차 업계 / 2030년 / 전기차 / 1700조 투자  
결과: 긍정"
[단독] 노조가 먼저 제안한 전환배치… 전기차·IRA 대응 속도 [노동 유연성 높이는 현대차],"키워드: 전환배치/전기차/IRA/노조/현대차  
결과: 긍정"
'고성능 전기차' 춘추전국 시대..내연기관 시대 '판' 흔들린다,키워드: 고성능 전기차/ 내연기관 시대/ 판 흔들린다 / 결과: 부정
"미 “한국산 전기차, 상업용 판매 보조금 혜택”",키워드: 한국산 전기차 / 결과: 긍정
네옴에 'K-전기차·배터리' 들어갈까..빈 살만 방한에 거는 기대감,"키워드: 네옴/K-전기차/배터리/빈 살만/방한/기대감  
결과: 긍정"
"산업부 ""美에 IRA 우려 제기..전기차 협의채널 구축 합의""","키워드: 산업부/美/IRA/우려/전기차/협의채널/구축/합의  
결과: 부정"
"美, IRA 의견 수렴..""최대한 많은 전기차 보조금 받도록 할 것""","키워드: 美/IRA/의견 수렴/전기차/보조금  
결과: 긍정"
"미 인플레 감축법, 일 전기차엔 오히려 좋아?","키워드: 미 인플레 감축법/일 전기차  
결과: 부정"
전기차 짧은 주행거리가 단점? 미니가 깼다,"키워드: 전기차/주행거리/단점/미니  
결과: 부정"
내연기관차→전기차 개조..2024년께 상용화 전망,"키워드: 내연기관차/전기차/개조/상용화  
결과: 긍정"
"현대차그룹 전기차, 글로벌 충돌테스트서 '최고 등급'","키워드: 현대차그룹/전기차/글로벌 충돌테스트/최고 등급  
결과: 긍정"
"한국산 전기차 차별 미국 IRA 장벽, 상용차로 뚫는다","키워드: 한국산 전기차/차별/미국 IRA 장벽/상용차/뚫는다  
결과: 부정/긍정/부정/긍정/긍정"
"美 GM, CES서 내년 출시 예정 픽업트럭 실버라도 전기차 공개","키워드 : GM / CES / 내년 출시 / 픽업트럭 / 실버라도 / 전기차  
결과 : 긍정"
"국산 전기차 내수 판매량, 年 10만대 최초 돌파","키워드: 국산 전기차, 내수 판매량, 年 10만대 최초 돌파 / 결과: 긍정"
한국산 전기차도 ‘리스 차량’은 美인플레법 보조금 받는다,"키워드: 한국산 전기차/리스 차량/美인플레법/보조금  
결과: 긍정"
“전기차에서도 람보르기니 사운드 내겠다”...4인승 투도어로 첫 출시,"키워드: 전기차 / 람보르기니 / 사운드 / 첫 출시  
결과: 긍정"
오빠차 아니라 아빠차였네..국산 전기차 구매 10명중 6명이 5060,"키워드: 오빠차/아빠차/국산 전기차/구매/10명중 6명/5060  
결과: 부정"
"中, 거센 애국 소비 바람… 자존심 구긴 글로벌 전기차 강자들","키워드: 애국 소비/전기차 강자들  
결과: 부정"
"폭스콘, 전기차 위탁생산 추진…""빅테크 기업과 손잡나""","키워드/결과  
폭스콘/긍정  
전기차/긍정  
위탁생산/긍정  
빅테크 기업/긍정  
손잡나/긍정  "
"전기차 수명 다한 폐배터리..가로등, 선박, 휠체어로 재탄생","키워드: 전기차/수명/폐배터리/재탄생  
결과: 긍정"
"美 전기차 구매자 충성도 높아..""휘발유차로 돌아가지 않을 것""","키워드/결과  
전기차 구매자/긍정  
충성도/긍정  
휘발유차로 돌아가지 않을 것/긍정"
"소프트베리, 전기차 이용 트렌드 발표","키워드/소프트베리, 전기차, 이용, 트렌드  
결과/긍정"
"中토종전기차 BYD, 외국 진출 박차…이번엔 말레이시아","키워드 / 긍정  
중토종전기차 BYD / 긍정  
외국 진출 / 긍정  
말레이시아 / 긍정"
"전기차 충전 1시간에서 '20분'으로 대폭 단축 ""규제개혁의 힘""","키워드: 전기차/충전/단축/규제개혁의 힘  
결과: 긍정"
[인사이드 스토리]전기차 충전 시장 뛰어드는 이유,"키워드: 전기차/충전/시장/이유  
결과: 긍정"
전기차 배터리 핵심소재 中 의존도 심화..다변화 시급,"키워드: 전기차 배터리/중국 의존도 심화/다변화 시급  
결과: 부정"
거세지는 전동화 바람.. 빨라지는 전기차 시대,"키워드: 거세지는 전동화 바람 / 빨라지는 전기차 시대  
결과: 긍정"
'한번 충전에 1천km'..벤츠 콘셉트 전기차 공개,키워드: 한번 충전에 1천km/결과: 긍정
"""미국 기류 바뀌었다""..韓전기차 보조금 제외, 돌파구 찾나","키워드: 미국 기류/韓전기차 보조금 제외/돌파구 찾나  
결과: 부정"
"“전기차 리스, 지금이 적기”… 업계, 수요 줄자 재고 처리 안간힘",키워드: 전기차 리스/결과: 부정
"""美 IRA 전기차 보조금, WTO·FTA 규정 위반 소지""","키워드: 美 IRA 전기차 보조금/WTO·FTA 규정 위반 소지  
결과: 부정"
전기차 작년보다 73% 늘었지만…‘집밥’ 먹일 충전기는 어디에,"키워드: 전기차/73% 늘었지만/충전기/부정  
결과: 부정"
"""전기차 무선충전, 얼마나 편하겠어요""..美에 도전장 [긱스]","키워드: 전기차/무선충전/편하겠어요/美/도전장  
결과: 긍정"
전기차 충전기 '고객 가로채기' 경쟁 과열,"키워드: 전기차 충전기/고객 가로채기/경쟁 과열  
결과: 부정"
"IRA '방지턱'에.. 현대차, 美 전기차 판매 ↓",키워드: IRA '방지턱'/결과: 부정
"벤츠·BMW·아우디·현대차그룹…연이은 고성능 전기차 출시, 왜?","키워드: 벤츠/BMW/아우디/현대차그룹/고성능 전기차 출시  
결과: 긍정"
"'거침없는' 中 BYD, 유럽 전기차 시장에 도전장","키워드: 거침없는/중 BYD/유럽 전기차 시장/도전장  
결과: 긍정"
"현대차·기아 전기차 싹쓸이에…'르노·쌍용·한국GM', 차 못 팔아 슬픈데 기여금까지","키워드: 현대차·기아/르노·쌍용·한국GM/슬픈데 기여금까지  
결과: 부정"
"침수된 전기차, 배터리 때문에 감전될까? [뉴스+]",키워드: 침수된 전기차 / 결과: 부정
전기차 보조금 차별 IRA..금주부터 실무협의 개시,키워드: 전기차/보조금/차별/IRA/실무협의/결과: 부정
주유소에서 전기차 충전..충전기 공유 서비스도 허용,"키워드: 주유소/전기차/충전기/공유 서비스  
결과: 긍정"
지원금 축소 개편안에 전기차 시장 '술렁'..가격산정 눈치 싸움도,"키워드 / 결과  
지원금 축소 / 부정  
전기차 시장 / 부정  
가격산정 / 부정  
눈치 싸움 / 부정"
"전기차 배터리, 이 정도는 알아야 써먹는다","키워드: 전기차/배터리  
결과: 긍정"
독일도 '전기차 보조금 삭감' 추진..아이오닉5·EV6 타격,키워드: 전기차 보조금 삭감/결과: 부정
