Press,Title,Analysis
조선비즈,부진했던 전기차 판매 반등… 수백만원 할인 통했다,"이 제목은 긍정적인 감정을 나타냅니다. ""부진했던 전기차 판매 반등""이라는 표현은 과거의 부진에서 회복되고 있다는 의미를 가지고 있으며, ""수백만원 할인 통했다""는 할인으로 인해 판매가 증가했다는 긍정적인 결과를 암시합니다. 따라서 전체적으로 긍정으로 분석할 수 있습니다."
한겨레,"세계 판매 1위 비야디, 한국 전기차 시장 공략하나 [ESC]","분석 결과: 긍정

키워드 ""세계 판매 1위"", ""공략"" 등에서 긍정적인 이미지와 함께 시장 진입의 의지를 나타내고 있습니다."
한국경제,"""밟는 즉시 쭉쭉""…완판된 '폭스바겐 전기차' 타보니 [신차털기]","분석 결과: 긍정

해당 제목에서 ""완판된""과 ""타보니""는 긍정적인 경험을 암시하며, ""밟는 즉시 쭉쭉""이라는 표현은 성능에 대한 긍정적인 인상을 주고 있습니다. 전체적으로 긍정적인 감정을 전달하고 있습니다."
국민일보,전기차 한파에… 역풍 맞은 배터리 업계,"제목의 키워드 ""한파"", ""역풍""은 부정적인 감정을 전달하고 있습니다. 따라서 이 제목은 **부정**으로 분석됩니다."
연합뉴스,"현대차, 인니 상용 전기차 시장 공략…플랫폼 부품 공급 계약","이 제목은 ""현대차"", ""인니 상용 전기차"", ""시장 공략"", ""플랫폼 부품 공급 계약""이라는 긍정적인 키워드를 포함하고 있습니다. 이러한 키워드는 현대차의 진출과 시장 확대를 의미하며, 긍정적인 발전을 나타냅니다. 따라서 이 제목의 감성 분석 결과는 **긍정**입니다."
KBS,[큐레이터 W] 전기차 공장 ‘첫 삽’ 외,"해당 제목은 ""전기차 공장 ‘첫 삽’""이라는 키워드를 포함하고 있습니다. “첫 삽”이라는 표현은 새로운 시작이나 긍정적인 발전을 나타내는 의미가 강합니다. 따라서 이 제목은 긍정적인 감성을 가지고 있다고 분석할 수 있습니다. 

결과: 긍정"
MBC,"[M피소드] '전기차 보조금'이 54억이나 줄줄?‥""위조 서류로도 거뜬했다""",이 제목은 부정적인 감정을 나타냅니다. '줄줄'이라는 표현과 '위조 서류'라는 키워드는 부정적인 상황과 신뢰할 수 없는 행위를 암시하고 있습니다. 따라서 분석 결과는: **부정**입니다.
국민일보,잘 나가던 전기차 급제동… 피크아웃? 성장통?,"이 제목은 ""잘 나가던"", ""피크아웃"", ""성장통""과 같은 키워드를 포함하고 있습니다. ""잘 나가던""은 긍정적인 의미를 가지고 있지만, ""급제동"", ""피크아웃"", ""성장통""은 각각 부정적인 상황이나 도전 과제를 암시합니다. 따라서 전체적으로 긍정과 부정의 요소가 혼재되어 있습니다. 

결론적으로, 이 제목은 **중립적**인 감정을 나타낸다고 할 수 있습니다."
연합뉴스,"중국차 몰린 독일 IAA 개막…독일 총리 ""더 싼 전기차 팔아달라""","제목의 키워드: ""중국차"", ""독일"", ""IAA"", ""총리"", ""싼 전기차""

분석 결과: 부정

해석: 독일 총리가 ""더 싼 전기차 팔아달라""는 요구를 하는 것은 현재 전기차 시장에서의 경쟁 압박과 관련이 있어 부정적인 뉘앙스를 풍깁니다. 이를 통해 독일 자동차 산업의 상황이나 중국 전기차의 영향력이 부각되고 있습니다."
한국경제,"""중견기업 중 유일""…전기차 핵심부품 개발 성공한 韓기업","이 제목의 키워드는 ""중견기업"", ""유일"", ""전기차"", ""핵심부품"", ""개발 성공"", ""韓기업""입니다. 

감성 분석 결과: 긍정

이 제목은 한국 기업이 전기차의 핵심 부품을 개발하는 데 성공했다는 내용으로, 성취와 긍정적인 발전을 나타내고 있습니다."
매일경제,전기차 설비 마무리 GGM “내년 2월 시험 생산”,"이 뉴스 제목은 전기차 설비의 마무리와 시험 생산 일정에 대한 내용입니다. 키워드인 ""설비 마무리""와 ""시험 생산""은 긍정적인 발전이나 진행 상황을 나타내고 있습니다. 전반적으로 긍정적인 뉴스로 분석됩니다. 

결과: 긍정"
SBS Biz,'승차감'보다 '하차감' 전기차 쏟아진다…누가 살까?,"제목에서는 '승차감'과 '하차감'이라는 두 가지 키워드가 사용되고 있습니다. '하차감'이 긍정적이지 않은 느낌을 주며 '누가 살까?'라는 질문은 불안감이나 의문을 나타냅니다. 따라서 이 제목은 전반적으로 부정적인 감정을 느끼게 합니다.

결과: **부정**"
경향신문,"현대차·기아, 구동장치를 바퀴 안에 쏙···“전기차 시대 게임체인저”","분석 결과: 긍정

키워드: ""전기차 시대"", ""게임체인저"" - 긍정적인 어조와 혁신적인 변화의 가능성을 시사하는 표현이 사용되고 있습니다."
매일경제,스포츠카도 전기차가 대세…고성능 전기차 연간 판매 2000대 코앞,"분석 결과: 긍정

키워드: ""대세"", ""고성능 전기차"", ""연간 판매 2000대 코앞"" 등 긍정적인 요소들이 포함되어 있어 전기차의 인기를 강조하고 있습니다."
경향신문,올해 미국 전기차 판매 사상 최대…“연말까지 약 140만대 예상”,"분석 결과: 긍정

키워드: ""사상 최대"", ""예상"" (긍정적인 의미)"
연합뉴스,"LS머트리얼즈 내달 코스닥 상장…""전기차 부품 중심, 사업 재편""","제목의 키워드는 ""상장"", ""전기차 부품"", ""사업 재편""입니다. 이러한 키워드는 긍정적인 비즈니스 성과와 혁신적인 방향성을 암시하고 있어, 전반적으로 긍정적인 감정을 드러내고 있습니다. 

분석 결과: **긍정**"
오토타임즈,"캐딜락, 전기차 저변 넓힐 엔트리 BEV ‘옵틱’ 공개","제목의 키워드인 ""캐딜락"", ""전기차 저변 넓힐"", ""엔트리 BEV"", ""옵틱""은 긍정적인 의미를 가지고 있습니다. 전기차 시장의 확장과 새로운 모델의 공개는 일반적으로 긍정적인 발전으로 간주됩니다. 

결과: 긍정"
SBS Biz,"""전기차 안 팔린다""…미국 전기차 재고 사상 최대","이 제목은 ""전기차"", ""안 팔린다"", ""미국"", ""재고"", ""사상 최대""와 같은 부정적인 키워드를 포함하고 있습니다. 전체적으로 부정적인 의미를 가지고 있어, 감성 분석 결과는 **부정**입니다."
MBN,배터리 빠진 깡통 전기차 수입해 보조금 54억 '꿀꺽',"이 뉴스 제목에서는 ""배터리 빠진"", ""깡통 전기차"", ""보조금 54억 '꿀꺽'""와 같은 부정적인 키워드가 포함되어 있습니다. ""배터리 빠진""과 ""깡통 전기차""는 전기차의 품질이나 실용성을 부정적으로 표현하며, ""꿀꺽""은 부정적인 뉘앙스를 더욱 강화합니다. 따라서 이 제목은 부정적인 감성을 담고 있다고 분석됩니다.

결과: 부정"
동아일보,"빈패스트, GM시총 추월… ‘가성비 전기차’ 본격 경쟁","분석 결과: 긍정

키워드 ""가성비 전기차"", ""본격 경쟁""이 긍정적인 이미지를 주며, 전기차 시장의 경쟁이 활성화되고 있다는 점에서 긍정적인 메시지를 전달합니다."
뉴시스,올해 美 전기차 판매 '사상 최대'…전체 승용차의 9%,"분석 결과: 긍정

키워드: ""사상 최대"", ""전기차 판매"", ""전체 승용차의 9%"" - 긍정적인 성장과 성과를 나타내는 표현들이 포함되어 있습니다."
머니투데이,"데이터로 '충전기 천국' 만든 네덜란드…""전기차도 휴대폰처럼""","분석 결과: 긍정

키워드 '충전기 천국', '전기차', '휴대폰처럼' 등이 포지티브한 이미지와 발전 가능성을 나타내어 긍정적인 느낌을 줍니다."
연합뉴스,"디리스킹·전기차 분쟁 中-EU, 이번엔 플라스틱 반덤핑 갈등","이 제목은 ""디리스킹"", ""전기차 분쟁"", ""中-EU"", ""플라스틱 반덤핑 갈등""이라는 키워드를 포함하고 있습니다. 이러한 키워드들은 갈등과 분쟁을 나타내며, 부정적인 상황을 암시합니다. 따라서 이 제목의 감성 분석 결과는 **부정**으로 판단됩니다."
머니투데이,"테슬라의 역습…벤츠도 제친 모델Y, 전기차시장 '메기'되나","이 제목은 ""테슬라"", ""벤츠"", ""모델Y"", ""전기차시장"", ""메기""와 같은 긍정적인 성취를 암시하는 키워드를 포함하고 있습니다. ""역습""과 ""제친""은 경쟁에서의 성공과 우위를 나타내므로 긍정적인 의미로 해석될 수 있습니다. ""메기""는 경쟁을 일으키는 존재를 의미하며, 새로운 변화나 발전을 나타낼 수 있습니다. 전체적으로 이 제목은 긍정적인 맥락을 담고 있습니다. 

따라서 분석 결과는 **긍정**입니다."
SBS Biz,프랑스 이어 독일도 전기차 보조금 돌연 중단,"분석 결과: 부정 

키워드: ""보조금 돌연 중단"" - 이 표현은 전기차 관련 지원이 중단되는 상황을 나타내어 부정적인 감정을 유발합니다."
연합뉴스,"""테슬라, 독일서 3천만원대 저렴한 전기차 생산 계획""","분석 결과: 긍정

키워드: ""3천만원대 저렴"", ""생산 계획"" - 저렴한 가격과 생산 계획은 긍정적인 의미를 내포하고 있습니다."
이코노미조선,[시승기] BMW i7 M70 x드라이브 | 길이 5.2m·무게 2.7t의 몬스터 전기차,"분석 결과: 중립

이 제목은 BMW i7 M70 x드라이브의 시승기를 소개하고 있으며, 차량의 크기와 중량 등 사실적인 정보를 제공하고 있어 긍정적이나 부정적인 감성을 느끼기 어렵습니다."
한국경제TV,12월 21일 월가의 돈이 되는 트렌드 - 전기차와 하이브리드차 [글로벌 시황&이슈],"제목의 키워드는 ""전기차"", ""하이브리드차"", ""트렌드"", ""월가"", ""돈"" 등이 있습니다. 이 제목은 전기차와 하이브리드차가 긍정적인 투자 트렌드로 소개되고 있으며, 금융시장과 관련된 긍정적인 전망을 암시합니다. 따라서 분석 결과는 **긍정**입니다."
비즈워치,볼보 전기차 C40 리차지 타보니…'주행거리·편의성↑',"분석 결과: 긍정

키워드 '전기차', '주행거리↑', '편의성↑'이 긍정적인 요소를 강조하고 있어 긍정적인 감성을 나타냅니다."
한국경제,"포드, 전기차 수요부족에 미시간 배터리공장 생산량 40% 감축","제목의 키워드를 보면 ""전기차 수요부족"", ""생산량 40% 감축""과 같은 부정적인 요소가 포함되어 있습니다. 이러한 요소들은 전기차 산업의 어려움을 나타내므로, 분석 결과는 **부정적**입니다."
더팩트,수입 전기차 역대 최다 판매…1위 브랜드는?,"분석 결과: 긍정

이 제목은 수입 전기차의 판매량이 역대 최다임을 언급하고 있어 긍정적인 느낌을 주고 있습니다. 또한 ""1위 브랜드""라는 호기심을 유발하는 요소도 포함되어 있습니다."
연합뉴스,'내년이 문제'…전기차 시장 둔화에 긴장하는 배터리업계,"이 제목의 키워드는 '문제', '둔화', '긴장' 등으로 부정적인 감정을 나타내고 있습니다. 전기차 시장의 예상되는 둔화와 배터리업계의 긴장은 부정적인 상황을 암시합니다. 따라서, 이 제목의 감성 분석 결과는 **부정**입니다."
조선일보,연말까지… 전기차 노려보세요,"이 제목은 긍정적인 감성을 가지고 있습니다. ""노려보세요""라는 표현은 관심이나 기대감을 나타내며, 전기차에 대한 긍정적인 전망을 암시합니다. 따라서 감성 분석 결과는 **긍정**입니다."
채널A,대형 전기차 최대 2천만 원 할인…소비자 반응 엇갈려,"제목의 키워드 ""대형 전기차"", ""최대 2천만 원 할인"", ""소비자 반응 엇갈려""를 분석해보면:

- ""대형 전기차""는 제품에 대한 긍정적인 관심을 나타냅니다.
- ""최대 2천만 원 할인""은 소비자에게 금전적인 혜택을 제공하므로 긍정적인 요소입니다.
- ""소비자 반응 엇갈려""는 반응이 긍정적이지 않거나 혼란스러운 느낌을 주어 부정적인 함의가 있습니다.

이를 종합적으로 판단할 때, 제목은 혜택이 크지만 소비자 반응이 혼재되어 있어 ""중립""적인 감성을 가지고 있다고 볼 수 있습니다. 

결과: 중립"
한국경제,유가 폭등 반기는 전기차 업계,"분석 결과: 긍정

키워드 ""유가 폭등""은 일반적으로 부정적인 의미를 가지지만, ""반기는 전기차 업계""라는 부분에서 전기차 업계가 긍정적으로 반응하고 있다는 점을 나타내고 있습니다. 전체적으로 전기차 업계에서의 긍정적인 반응이 강조되고 있어 긍정적인 평가로 분석됩니다."
오토타임즈,"엔카닷컴, 중고 전기차 올해 45% 판매 증가","분석 결과: 긍정

키워드: ""중고 전기차"", ""45% 판매 증가"" - 판매 증가라는 긍정적인 요소가 강조되어 있어 긍정적인 감정을 전달합니다."
중앙일보,"[이상렬의 시시각각] 중국 전기차 기적, 거저 된 게 아니다","이 제목은 '중국', '전기차', '기적', '거저 된 게 아니다'라는 키워드를 포함하고 있습니다. 

- '기적'이라는 긍정적인 단어가 포함되어 있지만,
- '거저 된 게 아니다'라는 표현은 노력이나 험난한 과정을 강조하며 부정적인 뉘앙스를 가집니다.

이러한 점을 종합적으로 고려할 때, 제목은 중립적인 평가를 받는 것이 적절할 것으로 보입니다. 

결과: 중립"
뉴시스,"파라텍, 전기차 배터리 화재 진압 특허 2건 등록","분석 결과: 긍정

키워드: ""특허 등록"", ""전기차 배터리 화재 진압"" - 이러한 내용은 기술 발전과 안전성을 높이는 긍정적인 요소로 해석될 수 있습니다."
경향신문,‘1톤 트럭’ 디젤 시대 저물다···LPG·전기차로 재편,"이 제목의 키워드를 분석해보면 ""디젤 시대 저물다"", ""LPG"", ""전기차""라는 긍정적인 변화의 흐름이 나타나고 있습니다. 디젤에서 청정 에너지로의 전환을 의미하므로 전체적으로 긍정적인 뉘앙스가 있습니다. 

결과: 긍정"
조선비즈,결국 생산 중단 시작… 中 전기차 이어 배터리도 구조조정 ‘칼바람’,"제목의 키워드인 ""생산 중단"", ""구조조정"", ""칼바람""은 부정적인 의미를 내포하고 있습니다. 이러한 단어들은 부정적인 상황이나 결과를 암시하고 있어, 전반적으로 부정적인 감정이 드러납니다. 따라서 이 제목의 감성분석 결과는 **부정**입니다."
연합뉴스,中 '전기차 강국' 도약 비결은…보조금·세제 감면·충전소 건설,"이 제목의 키워드를 분석해보면 '전기차 강국', '보조금', '세제 감면', '충전소 건설' 등이 있어요. 이러한 요소들은 전기차 산업의 발전과 지원 정책을 나타내며, 전반적으로 긍정적인 발전 방향을 시사합니다. 

따라서 분석 결과는 **긍정**입니다."
전자신문,"정의선 회장 ""인도서 전기차 퍼스트 무버 되겠다""","분석 결과: 긍정

키워드: ""퍼스트 무버"", ""전기차"", ""정의선 회장"" - 이러한 표현들은 앞으로의 긍정적인 도전과 변화를 나타내고 있으며, 정의선 회장이 전기차 시장에서 주도권을 쥐고자 하는 의지를 표현하고 있습니다."
연합뉴스,전기차 보조금 확대 내주 발표…'연내 한시적 증액' 전망,"이 제목은 전기차 보조금 확대와 관련된 긍정적인 전망을 나타내고 있습니다. ‘확대’와 ‘증액’이라는 긍정적인 키워드가 사용되었기 때문에, 전체적으로 긍정적인 감정을 담고 있다고 할 수 있습니다. 

결과: 긍정"
매일경제,"“내 현기차, 롤스로이스 뺨친다고?”…추위 안타는 전기차 순위보니","제목의 키워드 ""현기차"", ""롤스로이스"", ""추위 안타는"", ""전기차 순위""를 분석해보면, 전반적으로 비교와 경쟁을 나타내고 있습니다. “뺨친다”라는 표현은 긍정적인 비교를暗示하지만, “추위 안타는”은 상황이 좋지 않음을 암시할 수 있습니다. 

따라서 이 제목은 긍정적인 요소와 부정적인 요소가 혼합되어 있어 중립적으로 해석될 수 있습니다. 

결과: 중립"
SBS Biz,글로벌 전기차 시장 주춤하자 K-배터리 '숨고르기' 조짐,"제목의 키워드 ""글로벌 전기차 시장 주춤"", ""K-배터리 '숨고르기'""는 모두 부정적인 뉘앙스를 포함하고 있습니다. ""주춤하자""는 시장의 성장이 둔화되었음을 나타내고, ""숨고르기""는 어려운 상황에서의 일시적인 안정 또는 조심스러운 대응을 의미합니다. 따라서 이 제목의 감성은 부정적입니다."
중앙일보,"테슬라에 상용차까지…전기차 수입 1위 된 中, 무역적자 커진다","이 제목에서의 키워드는 ""전기차"", ""수입 1위"", ""무역적자"" 등이 있습니다.

- ""전기차 수입 1위"": 긍정적인 성과를 나타내며, 중국의 전기차 산업이 성장하고 있음을 암시합니다.
- ""무역적자 커진다"": 부정적인 측면을 강조하고, 이를 통해 중국의 통상 상황이 좋지 않음을 나타냅니다.

종합적으로 볼 때, 긍정과 부정의 요소가 혼재되어 있으므로 이 제목은 **중립**으로 분석할 수 있습니다."
매일경제,"전기차 괜히 샀나, 충전 고통 없애겠다…LG, ‘이것’ 들고 미국 공략한다","이 제목의 키워드를 분석해보면 ""전기차 괜히 샀나""에서 부정적인 감정을 유발하고 있으며, ""충전 고통 없애겠다""와 ""LG, ‘이것’ 들고 미국 공략""에서는 긍정적인 의도가 드러납니다. 전체적으로는 전기차 구매에 대한 불안감과 함께 이를 개선하고자 하는 시도가 담겨 있어, 감정의 변화를 반영하고 있습니다. 따라서 이 제목은 **중립**적으로 판단할 수 있습니다."
매일경제,"中 BYD, 헝가리에 전기차·배터리 공장 설립","분석 결과: 긍정

이 제목은 BYD가 헝가리에 전기차와 배터리 공장을 설립한다는 내용으로, 새로운 투자와 발전을 나타내기 때문에 긍정적인 의미로 해석됩니다."
매일경제,[영상] “전기차 화재 이렇게해야 잡히네”…50분간 속수무책,"제목의 키워드인 ""전기차 화재"", ""잡히네"", ""속수무책""을 분석해보면 다음과 같습니다.

- ""전기차 화재"": 부정적인 상황을 나타내고 있습니다.
- ""이렇게 해야 잡히네"": 해결 방법을 암시하지만, ""속수무책""과 함께 사용되면서 무력함을 강조합니다.
- ""속수무책"": 부정적인 감정을 나타내는 표현입니다.

이 제목은 전기차의 화재 사건에 대한 우려와 무력감을 강조하고 있으므로, 부정적인 감성을 가지고 있다고 판단됩니다. 

결과: 부정"
국민일보,“정말 안팔리네”… 전기차 ‘눈물의 할인’ 중,"분석 결과: 부정

키워드 ""안팔리네""와 ""눈물의 할인""에서 부정적인 감정을 나타내고 있습니다. 전기차의 판매 부진과 할인이라는 맥락이 함께 언급되면서 부정적인 느낌이 강하게 드러납니다."
머니투데이,"전기차 패권 노리는 '테슬라 제국'…충전기, 160조원 이상의 가치","분석 결과: 긍정

이 제목은 '전기차 패권'과 '160조원 이상의 가치'라는 키워드를 포함하고 있어 테슬라의 성장 가능성과 시장에서의 우위를 긍정적으로 강조하고 있습니다."
매일경제,200조 시총으로 테슬라와 겨루던 베트남 전기차…지금은 90% 털렸다는데 [신짜오 베트남],"이 제목은 부정적인 감정을 담고 있습니다. '90% 털렸다'라는 표현은 비하 또는 부정적인 상황을 암시하며, 이는 베트남 전기차의 시가총액 감소에 대한 우려를 나타냅니다. 따라서 분석 결과는 **부정적**입니다."
연합뉴스,"""인도, 테슬라 공장 유치하려 '수입 전기차 관세 인하' 검토""","분석 결과: 중립

이 제목은 인도가 테슬라 공장을 유치하기 위해 수입 전기차 관세를 인하할 것을 검토하고 있다는 사실을 보도하고 있습니다. 긍정적이나 부정적인 감정을 나타내지 않고 주로 정보 전달에 중점을 두고 있습니다."
국민일보,전기차 투자 줄줄이 철회하는 완성차… 배터리 업계 ‘긴장감’,"분석 결과: 부정

키워드: ""투자 줄줄이 철회"", ""긴장감"" 등이 부정적인 감정을 나타내고 있습니다. 전기차 관련 투자가 줄어드는 상황과 배터리 업계의 긴장감을 고려할 때 이 제목은 부정적인 분위기를 전달합니다."
매일경제,“전기차는 제주로”…규제자유특구 연장,"제목의 키워드 ""전기차"", ""제주"", ""규제자유특구"", ""연장""은 전기차 산업의 발전과 지원을 나타내는 긍정적인 뉘앙스를 가지고 있습니다. 특히 규제 자유특구의 연장은 전기차 활성화에 기여할 것으로 보이며, 이는 긍정적인 결과를 암시합니다. 

결과: 긍정"
KBS,[경제합시다] 폴크스바겐 “14조 절감”…전기차가 부른 해고,"이 제목의 키워드는 ""폴크스바겐"", ""14조 절감"", ""전기차"", ""해고""입니다. 

분석 결과를 보면, ""해고""라는 단어가 포함되어 있어 부정적인 감정을 유발합니다. ""14조 절감""은 긍정적인 요소로 해석될 수 있지만, 전반적으로 해고와 관련된 맥락 때문에 부정적인 느낌이 강합니다.

결과: 부정"
매일경제,[단독] “일본 독주 막겠다”…전기차 핵심소재 출사표 던진 이 기업,"이 제목은 ""일본 독주 막겠다""라는 표현에서 경쟁 의식과 전기차 핵심 소재에 대한 의지를 드러내고 있습니다. ""출사표 던진""이라는 표현 또한 긍정적이고 적극적인 행동을 나타냅니다. 따라서 전체적으로 긍정적인 의미를 담고 있다고 분석할 수 있습니다.

분석 결과: 긍정"
오토타임즈,"EU, 중국산 전기차 제재 나선다","분석 결과: 부정  
키워드 ""제재""가 부정적인 의미를 내포하고 있어 전기차에 대한 불리한 조치를 암시합니다."
조선일보,"폴크스바겐 행정직 20% 감축… AI·전기차 시대, 대량 해고 시작","이 제목에는 ""폴크스바겐"", ""행정직 20% 감축"", ""대량 해고""와 같은 키워드가 포함되어 있습니다. 이러한 단어들은 부정적인 감정을 나타내며, 기업의 대규모 해고와 관련된 내용이므로 전체적으로 부정적인 감성을 갖고 있습니다. 

결과: 부정"
데일리안,[아듀 2023-재계] '반도체‧전기차 최강국' 정부와 팀플레이…부산엑스포 유치 좌절,"이 제목은 ""반도체‧전기차""라는 긍정적인 키워드와 ""유치 좌절""이라는 부정적인 키워드가 함께 포함되어 있습니다. 초점이 유치 좌절에 맞춰져 있기 때문에 전체적으로 부정적인 감성을 띠고 있습니다. 

분석 결과: **부정**"
한국경제,삼성 배터리 단 '현대 전기차' 유럽 달린다,"분석 결과: 긍정 

키워드 '삼성 배터리', '현대 전기차', '유럽'은 긍정적인 발전과 성과를 시사하며, 기술적인 협력이나 성공적인 시장 진입을 암시하고 있습니다."
디지털타임스,"""억 소리나는 전기차""…`수리비 폭탄` 대비하려면[임성원의 속편한 보험]","이 제목에서 ""억 소리나는 전기차""는 긍정적이지만, ""수리비 폭탄""은 부정적인 의미를 가지고 있습니다. 전체적으로 보면 긍정적인 요소와 부정적인 요소가 섞여 있으므로, 이 제목은 중립적인 감성을 가지고 있다고 판단합니다. 

결과: 중립"
SBS Biz,지금이라도 살까?…전기차 많이 깎아주네!,"제목의 키워드 ""지금이라도 살까"", ""전기차 많이 깎아주네""에서는 전기차 구매에 대한 고민과 가격 할인을 언급하고 있습니다. 전반적으로 긍정적인 요소인 ""많이 깎아주네""가 포함되어 있어, 전기차 구매에 대한 관심과 긍정적인 감정을 드러내고 있습니다.

결과: 긍정"
문화일보,테슬라 독일서 3000만 원대 ‘반값’ 전기차 생산,"분석 결과: 긍정  
키워드 ""반값"", ""생산""이 긍정적인 의미를 전달하며, 전기차의 가격 인하와 생산 증가를 암시합니다."
동아일보,"4550만원 전기차 아이오닉5, 4070만원에 살 수 있다","이 제목은 ""전기차"", ""아이오닉5"", ""가격"" 등의 키워드를 포함하고 있습니다. 전반적으로 가격이 할인되거나 저렴하게 구매할 수 있다는 긍정적인 정보가 포함되어 있습니다. 따라서 감성 분석 결과는 **긍정**입니다."
중앙일보,"한국 전기차 시장, 중국산이 독일·미국 제치고 1위","분석 결과: 긍정

한국 전기차 시장에서 중국산 차량이 독일과 미국을 제치고 1위를 차지했다는 내용은 한국 시장의 성장과 경쟁력 상승을 의미하므로 긍정적으로 해석할 수 있습니다."
연합뉴스,"산업차관, 佛통상장관 만나 ""韓 전기차 보조금 제외 유감""","이 제목의 키워드는 ""유감""입니다. ""유감""이라는 단어는 부정적인 감정을 나타내므로, 이 제목은 부정적인 감성을 가지고 있다고 분석할 수 있습니다."
KBS,전기차 3만 대 화재 급증…진화 장비 ‘부족’,"이 제목은 부정적인 감성을 가지고 있습니다. ""화재 급증""과 ""부족""이라는 키워드가 부정적인 상황을 나타내고 있습니다."
연합뉴스,재팬모빌리티쇼 화두는 전동화…양산 전기차 전시 中BYD에 인파,"이 제목에서 ""전동화"", ""양산 전기차"", ""인파"" 등의 키워드를 통해 긍정적인 분위기를 읽을 수 있습니다. '인파'는 많은 사람들이 관심을 가지며 긍정적인 반응을 나타낸다는 점에서 긍정적인 요소로 해석됩니다.

결론: 긍정."
연합뉴스,"""美 전기차 시장 선점하자""…K-배터리, 북미 증설 '러시'","이 제목은 긍정적인 감정을 나타냅니다. ""선점하자""와 ""러시""라는 키워드가 사용되어 있으며, 이는 기회를 잡고 성장하는 모습을 의미하므로 전체적인 맥락은 긍정적입니다. 따라서 분석 결과는 **긍정**입니다."
더팩트,"현대차·기아·KG·르노, 전기차 생산 열 올리는데…GM '감감무소식' 왜?","이 제목은 현대차, 기아, KG, 르노 등 여러 회사가 전기차 생산에 열을 올리고 있다는 긍정적인 요소와 GM에 대한 부정적인 언급이 포함되어 있습니다. 따라서 전반적으로 제목에서 긍정과 부정의 요소가 혼합되어 있으므로 분석 결과는 **중립**으로 분류할 수 있습니다."
파이낸셜뉴스,"재고 쌓이는 전기차, 안 팔리는 이유는",부정
아이뉴스24,"LG전자, 전기차 충전기 'UL 인증' 획득…""안정성·기술력 입증""","이 제목은 긍정적인 감성을 나타냅니다. ""안정성""과 ""기술력 입증""이라는 키워드가 긍정적인 의미를 가지고 있으며, UL 인증 획득은 신뢰성과 품질을 높이는 긍정적인 요소입니다."
동아일보,국내 시장 파고드는 중국 전기차… 해외서도 현대차와 격전 예고 [글로벌 포커스],"제목 분석 결과: 부정

분석 이유: ""국내 시장 파고드는""이라는 표현은 경쟁의 압박감을 암시하며 부정적 뉘앙스를 가지고 있습니다. 또한 ""격전 예고""라는 표현은 치열한 경쟁을 나타내므로 부정적인 반응을 유도할 수 있습니다."
뉴시스,"전기차 보조금 확대…국산차 '웃고', 수입차 '운다'","이 제목에서 ""보조금 확대""는 긍정적인 요소로 해석될 수 있으며, ""국산차 '웃고'""는 긍정적인 평가를 나타냅니다. 반면에 ""수입차 '운다'""는 부정적인 평가를 반영하고 있습니다. 전체적으로 긍정과 부정이 혼재되어 있지만, 국산차에 대한 긍정적인 맥락이 더 두드러지는 것으로 판단됩니다.

결과: 긍정"
뉴시스,경차의 질주… 전기차 시장까지 확대될까,"제목의 키워드 ""경차"", ""질주"", ""전기차 시장"", ""확대""를 분석해보면:

- ""경차""와 ""전기차 시장""은 긍정적인 흐름을 나타내는 키워드입니다.
- ""질주"" 역시 긍정적인 이미지를 가지고 있으며, 새로운 가능성을 암시합니다.
- ""확대""는 성장이나 발전을 의미하는 긍정적인 표현입니다.

전체적으로 이 제목은 긍정적인 전망을 암시하고 있습니다. 

결론: **긍정**"
연합뉴스TV,"미, 전기차 보조금 대상서 中제외…세계 배터리 업계 부담","분석 결과: 부정

이 제목은 미국의 전기차 보조금 정책 변경이 중국을 제외함으로써 세계 배터리 업계에 부담을 준다는 부정적인 내용을 담고 있습니다. ""부담""이라는 단어가 부정적인 감정을 나타내고 있습니다."
쿠키뉴스,"포항시, 전기차 충전 인프라 '확대'","분석 결과: 긍정

키워드 ""확대""가 긍정적인 의미를 전달하고 있으며, 전기차 충전 인프라에 대한 긍정적인 발전을 시사합니다."
데일리안,타던 차 그대로 친환경차로…개조전기차 시장 ‘태동’,"제목에서의 키워드는 ""친환경차"", ""개조전기차"", ""시장 태동""입니다. 이러한 키워드는 긍정적인 감정을 나타내며, 친환경적인 변화와 새로운 시장의 출현을 암시하고 있습니다. 

따라서, 분석 결과는 **긍정**입니다."
연합뉴스,"환경부 ""테슬라 모델Y, 전기차 보조금 전액 받기 어려워""","이 제목에서의 키워드는 ""환경부"", ""테슬라 모델Y"", ""전기차 보조금"", ""전액 받기 어려워""입니다. 

분석 결과: 부정"
조선비즈,"中 전기차 1위 비야디, 헝가리에 車·배터리 공장 설립 추진","분석 결과: 긍정  

키워드: ""전기차 1위"", ""비야디"", ""헝가리"", ""공장 설립""  
이 제목은 비야디가 헝가리에 새로운 공장을 설립하겠다는 내용을 담고 있어 긍정적인 발전을 보여줍니다."
한국경제,"""중고 전기차 시장 선도""…현대차와 '차별화' 강조한 기아 [종합]","분석 결과: 긍정

이 제목은 기아가 중고 전기차 시장에서 선도적인 위치를 차지하고 있으며, 현대차와의 차별화를 강조하고 있다는 내용을 담고 있어 긍정적인 의미를 지니고 있습니다."
